Mod:Item:MetaData, Localized Name
railcraft:equipment:2, Станция кормления
railcraft:equipment:3, Дымогенератор
railcraft:trade_station:0, Торговая станция
railcraft:force_track_emitter, Излучатель силового пути
railcraft:track_force, Силовой путь
railcraft:filter_blank, Чистый фильтр
railcraft:filter_type, Предметный фильтр
railcraft:filter_ore_dict, Ore Dictionary фильтр
railcraft:bore:0, Проходческий щит
railcraft:borehead_bronze, Бронзовая головка бура
railcraft:borehead_iron, Железная головка бура
railcraft:borehead_steel, Стальная головка бура
railcraft:borehead_diamond, Алмазная головка бура
railcraft:mow_track_layer:0, Укладчик путей
railcraft:mow_track_relayer:0, Переукладчик путей
railcraft:mow_track_remover:0, Убиратель путей
railcraft:mow_undercutter:0, Врубовая машина
railcraft:cart_trade_station:0, Вагонетка с торговой станцией
railcraft:cart_work:0, Вагонетка с верстаком
railcraft:cart_jukebox:0, Вагонетка с проигрывателем
railcraft:cart_bed:0, Вагонетка с кроватью
railcraft:battery_nickel_iron, Никель-железный аккумулятор
railcraft:battery_nickel_zinc, Никель-цинковый аккумулятор
railcraft:battery_zinc_carbon, Цинк-карбоновая аккумулятор
railcraft:battery_zinc_silver, Цинк-серебряный аккумулятор
railcraft:charge_feeder:0, IC2 модуль питания
railcraft:charge_feeder:1, Администраторский модуль питания
railcraft:charge_trap, Заряженная ловушка
railcraft:frame, Опорный каркас для шунтирующего провода
railcraft:steam_turbine:0, Корпус паровой турбины
railcraft:wire, Электрический шунтирующий провод
railcraft:charge:0, Заряжающая катушка
railcraft:charge:1, Терминал заряда
railcraft:charge:2, Малая катушка с зарядным проводом
railcraft:charge:3, Средняя катушка с зарядным проводом
railcraft:charge:4, Большая катушка с зарядным проводом
railcraft:charge:5, Заряжающий мотор
railcraft:charge:6, Никелевый электрод
railcraft:charge:7, Железный электрод
railcraft:charge:8, Цинковый электрод
railcraft:charge:9, item.railcraft.charge.electrode.carbon.name
railcraft:charge:10, item.railcraft.charge.electrode.silver.name
railcraft:tool_charge_meter, Электросчётчик
railcraft:turbine_blade, Лопатка турбины
railcraft:turbine_disk, Диск турбины
railcraft:turbine_rotor, Ротор турбины
railcraft:worldspike:0, Якорь администратора
railcraft:worldspike:1, Пассивный якорь
railcraft:worldspike:2, Личный якорь
railcraft:worldspike:3, Мировой якорь
railcraft:worldspike_point, Точка мирового якоря
railcraft:cart_worldspike_standard:0, Вагонетка с мировым якорем
railcraft:cart_worldspike_admin:0, Вагонетка с якорем администратора
railcraft:cart_worldspike_personal:0, Вагонетка с личным якорем
railcraft:emblem, Эмблема
railcraft:anvil:0, Стальная наковальня
railcraft:anvil:1, Слегка повреждённая стальная наковальня
railcraft:anvil:2, Сильно повреждённая стальная наковальня
railcraft:fuel_coke, Коксовый уголь
railcraft:coke_oven:0, Кирпич коксовой печи
railcraft:coke_oven_red:0, tile.railcraft.coke.oven.red.name
railcraft:blast_furnace:0, Кирпич доменной печи
railcraft:rock_crusher:0, Дробитель
railcraft:steam_oven:0, Паровая печь
railcraft:tank_iron_gauge:0, Водомерное стекло железного резервуара
railcraft:tank_iron_gauge:1, Водомерное стекло железного резервуара
railcraft:tank_iron_gauge:2, Водомерное стекло железного резервуара
railcraft:tank_iron_gauge:3, Водомерное стекло железного резервуара
railcraft:tank_iron_gauge:4, Водомерное стекло железного резервуара
railcraft:tank_iron_gauge:5, Водомерное стекло железного резервуара
railcraft:tank_iron_gauge:6, Водомерное стекло железного резервуара
railcraft:tank_iron_gauge:7, Водомерное стекло железного резервуара
railcraft:tank_iron_gauge:8, Водомерное стекло железного резервуара
railcraft:tank_iron_gauge:9, Водомерное стекло железного резервуара
railcraft:tank_iron_gauge:10, Водомерное стекло железного резервуара
railcraft:tank_iron_gauge:11, Водомерное стекло железного резервуара
railcraft:tank_iron_gauge:12, Водомерное стекло железного резервуара
railcraft:tank_iron_gauge:13, Водомерное стекло железного резервуара
railcraft:tank_iron_gauge:14, Водомерное стекло железного резервуара
railcraft:tank_iron_gauge:15, Водомерное стекло железного резервуара
railcraft:tank_iron_valve:0, Клапан железного резервуара
railcraft:tank_iron_valve:1, Клапан железного резервуара
railcraft:tank_iron_valve:2, Клапан железного резервуара
railcraft:tank_iron_valve:3, Клапан железного резервуара
railcraft:tank_iron_valve:4, Клапан железного резервуара
railcraft:tank_iron_valve:5, Клапан железного резервуара
railcraft:tank_iron_valve:6, Клапан железного резервуара
railcraft:tank_iron_valve:7, Клапан железного резервуара
railcraft:tank_iron_valve:8, Клапан железного резервуара
railcraft:tank_iron_valve:9, Клапан железного резервуара
railcraft:tank_iron_valve:10, Клапан железного резервуара
railcraft:tank_iron_valve:11, Клапан железного резервуара
railcraft:tank_iron_valve:12, Клапан железного резервуара
railcraft:tank_iron_valve:13, Клапан железного резервуара
railcraft:tank_iron_valve:14, Клапан железного резервуара
railcraft:tank_iron_valve:15, Клапан железного резервуара
railcraft:tank_iron_wall:0, Обшивка железного резервуара
railcraft:tank_iron_wall:1, Обшивка железного резервуара
railcraft:tank_iron_wall:2, Обшивка железного резервуара
railcraft:tank_iron_wall:3, Обшивка железного резервуара
railcraft:tank_iron_wall:4, Обшивка железного резервуара
railcraft:tank_iron_wall:5, Обшивка железного резервуара
railcraft:tank_iron_wall:6, Обшивка железного резервуара
railcraft:tank_iron_wall:7, Обшивка железного резервуара
railcraft:tank_iron_wall:8, Обшивка железного резервуара
railcraft:tank_iron_wall:9, Обшивка железного резервуара
railcraft:tank_iron_wall:10, Обшивка железного резервуара
railcraft:tank_iron_wall:11, Обшивка железного резервуара
railcraft:tank_iron_wall:12, Обшивка железного резервуара
railcraft:tank_iron_wall:13, Обшивка железного резервуара
railcraft:tank_iron_wall:14, Обшивка железного резервуара
railcraft:tank_iron_wall:15, Обшивка железного резервуара
railcraft:tank_steel_gauge:0, Водомерное стекло стального резервуара
railcraft:tank_steel_gauge:1, Водомерное стекло стального резервуара
railcraft:tank_steel_gauge:2, Водомерное стекло стального резервуара
railcraft:tank_steel_gauge:3, Водомерное стекло стального резервуара
railcraft:tank_steel_gauge:4, Водомерное стекло стального резервуара
railcraft:tank_steel_gauge:5, Водомерное стекло стального резервуара
railcraft:tank_steel_gauge:6, Водомерное стекло стального резервуара
railcraft:tank_steel_gauge:7, Водомерное стекло стального резервуара
railcraft:tank_steel_gauge:8, Водомерное стекло стального резервуара
railcraft:tank_steel_gauge:9, Водомерное стекло стального резервуара
railcraft:tank_steel_gauge:10, Водомерное стекло стального резервуара
railcraft:tank_steel_gauge:11, Водомерное стекло стального резервуара
railcraft:tank_steel_gauge:12, Водомерное стекло стального резервуара
railcraft:tank_steel_gauge:13, Водомерное стекло стального резервуара
railcraft:tank_steel_gauge:14, Водомерное стекло стального резервуара
railcraft:tank_steel_gauge:15, Водомерное стекло стального резервуара
railcraft:tank_steel_valve:0, Клапан стального резервуара
railcraft:tank_steel_valve:1, Клапан стального резервуара
railcraft:tank_steel_valve:2, Клапан стального резервуара
railcraft:tank_steel_valve:3, Клапан стального резервуара
railcraft:tank_steel_valve:4, Клапан стального резервуара
